Unnamed: 0,CDU2YP12,CDU2YPC3001,CDU2YPC3001_M,CDU2YPC3001_OP,CDU2YPC3001_SP,CDU2YV3AL,FLU_CDU2,REFCDU2_KG_FL,REFCDU2_NM3_FL,CDU2KEROFL
2014-02-10,-0.0032583333333333327,3.6958708333333337,0.0,0.0,3.7000000000000015,-1.4545125,0.0,0.0,0.0,61.0
2014-02-11,-0.003308333333333333,3.691595833333333,0.0,0.0,3.7000000000000015,-1.6233750000000002,0.0,0.0,0.0,62.0
2014-02-12,-0.0033333333333333327,3.739054166666667,0.0,0.0,3.7000000000000015,-1.733670833333333,0.0,0.0,0.0,64.0
2014-02-13,-0.003591666666666665,3.8142,0.0,0.0,3.7000000000000015,-1.8019541666666667,0.0,0.0,0.0,63.0
2014-02-14,-0.0034625000000000003,3.743825,0.0,0.0,3.7000000000000015,-1.8028833333333327,0.0,0.0,0.0,62.0
2014-02-15,-0.0036041666666666665,3.768025,0.0,0.0,3.7000000000000015,-1.8769416666666665,0.0,0.0,0.0,64.0
2014-02-16,-0.003083333333333334,3.790712500000001,0.0,0.0,3.7000000000000015,-1.9132041666666668,0.0,0.0,0.0,61.5
2014-02-17,-0.0031583333333333324,3.7414666666666667,0.0,0.0,3.7000000000000015,-1.9312791666666664,0.0,0.0,0.0,63.0
2014-02-18,-0.0033791666666666675,3.719754166666666,0.0,0.0,3.7000000000000015,-1.6964458333333332,0.0,0.0,0.0,72.0
2014-02-19,-0.002566666666666667,3.7509291666666664,0.0,0.0,3.7000000000000015,-1.7864000000000002,0.0,0.0,0.0,63.0
2014-02-20,-0.002279166666666667,3.7293416666666666,0.0,0.0,3.7000000000000015,-1.8834666666666664,0.0,0.0,0.0,65.5
2014-02-21,-0.0025749999999999987,3.6877416666666667,0.0,0.0,3.7000000000000015,-1.8375458333333328,0.0,0.0,0.0,64.0
2014-02-22,-0.002645833333333333,3.685295833333333,0.0,0.0,3.7000000000000015,-1.8987083333333332,0.0,0.0,0.0,63.0
2014-02-23,-0.0022583333333333327,3.700075,0.0,0.0,3.7000000000000015,-1.9306708333333331,0.0,0.0,0.0,62.0
2014-02-24,-0.0022416666666666665,3.694137499999999,0.0,0.0,3.7000000000000015,-2.0227625,0.0,0.0,0.0,62.0
2014-02-25,-0.002279166666666667,3.6893625,0.0,0.0,3.7000000000000015,-2.0386125,0.0,0.0,0.0,62.0
2014-02-26,-0.002083333333333333,3.693304166666667,0.0,0.0,3.7000000000000015,-1.923675,0.0,0.0,0.0,55.75
2014-02-27,-0.0017833333333333332,3.7039625,0.0,0.0,3.7000000000000015,-2.1909333333333327,0.04455833333333333,0.044520833333333336,0.03564583333333333,48.0
2014-02-28,-0.0019791666666666673,3.6811999999999987,0.0,0.0,3.7000000000000015,-2.056633333333333,0.0,0.0,0.0,47.5
2014-03-01,-0.0022124999999999988,3.687125,0.0,0.0,3.7000000000000015,-2.052483333333333,0.0,0.0,0.0,46.0
2014-03-02,-0.002633333333333333,3.649920833333333,0.0,0.0,3.7000000000000015,-1.9521041666666672,0.0,0.0,0.0,42.5
2014-03-03,-0.0028166666666666665,3.612908333333334,0.0,0.0,3.7000000000000015,-1.7801958333333332,0.0,0.0,0.0,47.75
2014-03-04,-0.0025375,3.6167250000000006,0.0,0.0,3.7000000000000015,-1.9419375,0.0,0.0,0.0,50.5
2014-03-05,-0.0027499999999999994,3.6020541666666666,0.0,0.0,3.7000000000000015,-1.8516708333333327,0.0,0.0,0.0,48.0
2014-03-06,-0.0032125,3.617295833333334,0.0,0.0,3.7000000000000015,-1.6468375,0.0,0.0,0.0,47.0
2014-03-07,-0.0028791666666666666,3.6081000000000008,0.0,0.0,3.7000000000000015,-1.6017208333333333,0.0,0.0,0.0,45.0
2014-03-08,-0.0026999999999999997,3.6682708333333354,0.0,0.0,3.7000000000000015,-1.7719125,0.0,0.0,0.0,45.0
2014-03-09,-0.0023375,3.745879166666666,0.0,0.0,3.7000000000000015,-1.9359708333333332,0.0,0.0,0.0,47.75
2014-03-10,-0.002520833333333333,3.6370458333333335,0.0,0.0,3.7000000000000015,-1.8489750000000005,0.0,0.0,0.0,47.0
2014-03-11,-0.002312500000000001,3.621975,0.0,0.0,3.7000000000000015,-2.0508583333333337,0.004829166666666666,0.004920833333333334,0.0039375,56.25
2014-03-12,-0.0025208333333333337,3.7313583333333327,0.0,0.0,3.7000000000000015,-2.1577333333333333,0.0,0.0,0.0,61.0
2014-03-13,-0.0025,3.694183333333333,0.0,0.0,3.7000000000000015,-1.717925,0.0,0.0,0.0,63.0
2014-03-14,-0.0022541666666666673,3.695945833333333,0.0,0.0,3.7000000000000015,-1.8619666666666668,0.0,0.0,0.0,63.0
2014-03-15,-0.00205,3.7251875,0.0,0.0,3.7000000000000015,-2.0477291666666666,0.0,0.0,0.0,62.5
2014-03-16,-0.0022875,3.728875,0.0,0.0,3.7000000000000015,-2.2856291666666677,0.0,0.0,0.0,61.0
2014-03-17,-0.00195,3.7321125,0.0,0.0,3.7000000000000015,-2.2702750000000003,0.0,0.0,0.0,61.0
2014-03-18,-0.0015958333333333337,3.7402666666666655,0.0,0.0,3.7000000000000015,-2.3231625,0.0,0.0,0.0,54.5
2014-03-19,-0.0025,3.7186375,0.0,0.0,3.7000000000000015,-1.9630541666666677,0.0,0.0,0.0,53.5
2014-03-20,-0.002845833333333334,3.7213291666666666,0.0,0.0,3.7000000000000015,-1.9615625,0.0,0.0,0.0,51.0
2014-03-21,-0.0028750000000000004,3.695975,0.0,0.0,3.7000000000000015,-1.9263375,0.0,0.0,0.0,51.0
2014-03-22,-0.002591666666666667,3.7283333333333317,0.0,0.0,3.7000000000000015,-2.1535375,0.0,0.0,0.0,51.5
2014-03-23,-0.0018541666666666672,3.73465,0.0,0.0,3.7000000000000015,-2.2865208333333333,0.0,0.0,0.0,52.25
2014-03-24,-0.0018000000000000004,3.7836916666666673,0.0,0.0,3.7000000000000015,-2.251125,0.0,0.0,0.0,51.5
2014-03-25,-0.0013458333333333336,3.849195833333333,0.0,0.0,3.7000000000000015,-2.363270833333334,0.010691666666666669,0.0,0.0,51.0
2014-03-26,-0.0012458333333333332,3.808975,0.0,0.0,3.7000000000000015,-2.338304166666666,0.13278333333333334,0.0,0.0,52.0
2014-03-27,-0.0017708333333333337,3.684325,0.0,0.0,3.7000000000000015,-2.3131833333333334,0.0,0.0,0.0,50.5
2014-03-28,-0.0018375000000000004,3.6425083333333337,0.0,0.0,3.7000000000000015,-2.4010583333333333,0.0,0.0,0.0,51.75
2014-03-29,-0.0014041666666666664,3.7051416666666666,0.0,0.0,3.7000000000000015,-2.221620833333333,0.0,0.0,0.0,52.5
2014-03-30,-0.0016541666666666664,3.681470833333332,0.0,0.0,3.7000000000000015,-2.1743166666666665,0.0,0.0,0.0,53.0
2014-03-31,-0.0017666666666666664,3.6596,0.0,0.0,3.7000000000000015,-2.2149583333333336,0.0,0.0,0.0,51.0
2014-04-01,-0.0013166666666666665,3.587712499999999,0.0,0.0,3.7000000000000015,-2.3293208333333326,0.0,0.0,0.0,53.5
2014-04-02,-0.001375,3.5894291666666667,0.0,0.0,3.7000000000000015,-2.363491666666666,0.0,0.0,0.0,53.25
2014-04-03,-0.001545833333333333,3.5869500000000003,0.0,0.0,3.7000000000000015,-2.2203125,0.0,0.0,0.0,51.5
2014-04-04,-0.0011458333333333331,3.663645833333333,0.0,0.0,3.7000000000000015,-1.9820333333333335,0.0,0.0,0.0,53.0
2014-04-05,-0.0009166666666666668,3.640875000000001,0.0,0.0,3.7000000000000015,-2.0357,0.047420833333333336,0.047275000000000005,0.037845833333333335,50.0
2014-04-06,-0.0024375,3.620387500000001,0.0,0.0,3.7000000000000015,-2.0899375,8.75e-05,8.75e-05,7.083333333333332e-05,50.0
2014-04-07,-0.001841666666666666,3.629966666666668,0.0,0.0,3.7000000000000015,-2.3879708333333336,0.0,0.0,0.0,52.0
2014-04-08,-0.0018333333333333333,3.6227291666666672,0.0,0.0,3.7000000000000015,-2.4015041666666663,0.0,0.0,0.0,51.0
2014-04-09,-0.0014291666666666671,3.6102416666666666,0.0,0.0,3.7000000000000015,-2.4018666666666664,0.0,0.0,0.0,53.0
2014-04-10,-0.0013708333333333335,3.6015708333333323,0.0,0.0,3.7000000000000015,-2.225125,0.0,0.0,0.0,53.5
2014-04-11,-0.0019,3.6179375,0.0,0.0,3.7000000000000015,-2.156883333333333,0.0,0.0,0.0,54.0
2014-04-12,-0.0013208333333333336,3.6101541666666663,0.0,0.0,3.7000000000000015,-2.2322125,0.0,0.0,0.0,54.5
2014-04-13,-0.001325,3.593370833333333,0.0,0.0,3.7000000000000015,-2.1869374999999995,0.0,0.0,0.0,53.0
2014-04-21,0.0019583333333333328,3.538625,0.0,0.0,3.7000000000000015,-2.3320666666666665,0.0,0.0,172.1770625,46.0
2014-04-22,-0.000625,3.5066541666666664,0.0,0.0,3.7000000000000015,-2.354725,0.0,0.0,22.41430833333333,44.75
2014-04-23,-0.0007875000000000001,3.5212125000000007,0.0,0.0,3.7000000000000015,-2.39205,0.0,0.0,22.16283333333333,51.75
2014-04-24,-0.0006166666666666665,3.5481833333333337,0.0,0.0,3.7000000000000015,-2.458495833333333,0.0,0.0,28.141941666666664,60.33333333333334
2014-04-25,-0.0002208333333333333,3.537420833333333,0.0,0.0,3.7000000000000015,-2.484841666666667,0.0,0.0,37.43847083333332,57.66666666666666
2014-04-26,0.00019583333333333331,3.5382666666666664,0.0,0.0,3.7000000000000015,-2.4938958333333336,0.0,0.0,31.25387083333333,45.75
2014-04-27,0.0008416666666666668,3.534091666666667,0.0,0.0,3.7000000000000015,-2.468366666666667,0.0,0.0,31.84880416666667,44.5
2014-04-28,0.0007499999999999997,3.5344416666666665,0.0,0.0,3.7000000000000015,-1.9099916666666663,0.0,0.0,39.51443750000001,69.5
2014-04-29,0.003145833333333333,3.5394375,0.0,0.0,3.7000000000000015,-2.3069708333333336,0.0,0.0,44.43867083333333,62.75
2014-04-30,0.001745833333333333,3.5358166666666677,0.0,0.0,3.7000000000000015,-2.2043999999999992,0.0,0.0,38.30267083333333,59.66666666666666
2014-05-01,0.0005,3.5358791666666667,0.0,0.0,3.7000000000000015,-2.493633333333334,0.0,0.0,45.44460833333334,44.5
2014-05-02,0.0004875,3.5367458333333333,0.0,0.0,3.7000000000000015,-2.5272416666666664,0.0,0.0,20.1108125,43.75
2014-05-03,-0.0003458333333333333,3.5855333333333337,0.0,0.0,3.7000000000000015,-2.3870125,0.0,0.0,0.0,48.0
2014-05-04,-0.0006541666666666668,3.598870833333333,0.0,0.0,3.7000000000000015,-2.342283333333333,0.0,0.0,0.23507916666666664,54.75
2014-05-05,-0.0007250000000000001,3.603566666666667,0.0,0.0,3.7000000000000015,-2.2312000000000007,0.0,0.02235833333333333,0.01790416666666667,55.0
2014-05-06,-0.0004749999999999998,3.6642875000000013,0.0,0.0,3.7000000000000015,-2.2300541666666662,0.0,0.0,0.0,53.0
2014-05-07,-0.00048333333333333323,3.6262375,0.0,0.0,3.7000000000000015,-2.258833333333333,0.0,0.0,0.0,53.0
2014-05-08,-0.00013750000000000004,3.5990125,0.0,0.0,3.7000000000000015,-2.4119500000000005,0.0,0.0,0.0,44.33333333333334
2014-05-09,-0.0008666666666666665,3.528729166666667,0.0,0.0,3.7000000000000015,-2.3799750000000004,0.0,0.0,0.0,45.0
2014-05-10,-0.0010958333333333334,3.5278500000000013,0.0,0.0,3.7000000000000015,-2.354391666666667,0.0,0.0,0.0,56.5
2014-05-11,-5.0000000000000016e-05,3.5274541666666672,0.0,0.0,3.7000000000000015,-2.4540208333333333,0.0,0.0,0.0,54.0
2014-05-12,0.0007583333333333332,3.5225958333333334,0.0,0.0,3.7000000000000015,-2.548383333333333,0.0,0.0,0.0,55.0
2014-05-13,0.00020000000000000006,3.521087499999999,0.0,0.0,3.7000000000000015,-2.6936875,0.0,0.0,0.0,53.5
2014-05-14,-0.0002291666666666667,3.5218000000000003,0.0,0.0,3.7000000000000015,-2.5009708333333336,0.0,0.0,0.0,47.5
2014-05-15,-0.00034583333333333346,3.5211833333333336,0.0,0.0,3.7000000000000015,-2.569475,0.0,0.0,0.0,44.75
2014-05-16,-0.0001791666666666667,3.5270041666666674,0.0,0.0,3.7000000000000015,-2.6462958333333333,0.0,0.0,0.0,46.0
2014-05-17,-0.00021666666666666668,3.5423041666666677,0.0,0.0,3.7000000000000015,-2.5466,0.0,0.0,0.0,45.0
2014-05-18,-0.0002375,3.5305625,0.0,0.0,3.7000000000000015,-2.5062,0.0003541666666666667,0.0003458333333333333,0.000275,46.0
2014-05-19,0.00012916666666666667,3.5162458333333335,0.0,0.0,3.7000000000000015,-2.6056541666666666,0.0,0.0,0.0,44.0
2014-05-20,-1.6666666666666667e-05,3.5441750000000014,0.0,0.0,3.7000000000000015,-2.402520833333333,0.0,0.0,0.0,43.25
2014-05-21,-0.00013749999999999995,3.820854166666667,0.0,0.0,3.7000000000000015,-2.488091666666667,0.0,0.0,0.0,42.5
2014-05-22,-0.0006291666666666668,3.901958333333333,0.0,0.0,3.7000000000000015,-2.3730583333333333,0.0,0.0,0.0,44.0
2014-05-23,-0.0010916666666666663,3.98515,0.0,0.0,3.7000000000000015,-2.3262458333333336,0.07788750000000001,0.07789166666666666,0.0623625,43.5
2014-05-24,-0.00020416666666666687,4.0438791666666685,0.0,0.0,3.7000000000000015,-2.552491666666666,0.11375833333333332,0.11375416666666666,0.09107916666666667,43.0
2014-05-25,-0.0003541666666666667,4.0505708333333335,0.0,0.0,3.7000000000000015,-2.5369625,0.0,0.0,0.0,42.5
2014-05-26,-0.00025,3.989033333333335,0.0,0.0,3.7000000000000015,-2.65795,0.0,0.0,0.0,41.5
2014-05-27,0.0004708333333333333,3.9956041666666655,0.0,0.0,3.7000000000000015,-2.6321833333333333,0.0,0.0,0.0,38.5
2014-05-28,0.0002916666666666666,4.085079166666667,0.0,0.0,3.7000000000000015,-2.564458333333333,0.4860916666666668,0.4860541666666667,0.38914166666666666,35.0
2014-05-29,-0.0006458333333333334,4.088991666666666,0.0,0.0,3.7000000000000015,-2.700175,1.9985291666666665,1.9980375000000004,1.5996791666666663,36.0
2014-05-30,-0.00020416666666666665,4.065570833333331,0.0,0.0,3.7000000000000015,-2.7480958333333327,0.0,0.0,0.0,33.0
2014-05-31,0.0008874999999999998,3.987554166666666,0.0,0.0,3.7000000000000015,-2.746504166666666,0.0,0.0,0.0,36.5
2014-06-01,0.001125,4.021612500000002,0.0,0.0,3.7000000000000015,-2.8084375,0.0,0.0,0.0,35.0
2014-06-02,0.0004291666666666667,3.9992791666666667,0.0,0.0,3.7000000000000015,-2.641316666666667,0.0,0.0,0.0,35.0
2014-06-03,-0.0009166666666666668,3.996108333333333,0.0,0.0,3.7000000000000015,-2.3799041666666665,0.0,0.0,0.0,36.0
2014-06-04,-0.0010291666666666667,4.055295833333333,0.0,0.0,3.7000000000000015,-2.5072500000000004,0.0,0.0,0.0,34.5
2014-06-05,-0.0010333333333333336,4.0391916666666665,0.0,0.0,3.7000000000000015,-2.417075,0.0,0.0,0.0,35.5
2014-06-06,-0.0011833333333333338,4.020554166666666,0.0,0.0,3.7000000000000015,-2.577470833333333,0.0,0.0,0.0,36.5
2014-06-07,-0.001125,4.033816666666667,0.0,0.0,3.7000000000000015,-2.5105708333333334,0.0,0.0,0.0,35.5
2014-06-08,-0.0009166666666666664,4.0444375,0.0,0.0,3.7000000000000015,-2.5184208333333333,0.0,0.0,0.0,35.0
2014-06-09,-0.00085,4.047525000000001,0.0,0.0,3.7000000000000015,-2.517958333333334,0.0,0.0,0.0,36.0
2014-06-10,-0.0009000000000000002,4.058341666666666,0.0,0.0,3.7000000000000015,-2.506333333333333,0.0,0.0,0.0,34.5
2014-06-11,-0.0012833333333333332,4.091045833333333,0.0,0.0,3.7000000000000015,-2.5103250000000004,0.0,0.0,0.0,36.5
2014-06-12,-0.0016583333333333328,4.056575000000001,0.0,0.0,3.7000000000000015,-2.5247583333333337,0.0,0.0,0.0,36.5
2014-06-13,-0.0011708333333333336,4.027141666666667,0.0,0.0,3.7000000000000015,-2.596604166666667,0.0,0.0,0.0,37.5
2014-06-14,-0.0005750000000000001,4.0407375000000005,0.0,0.0,3.7000000000000015,-2.7075541666666663,0.0,0.0,0.0,34.5
2014-06-15,-0.0007333333333333336,4.0435875,0.0,0.0,3.7000000000000015,-2.7521875,0.0,0.0,0.0,34.5
2014-06-16,-0.0011583333333333333,3.981008333333334,0.0,0.0,3.7000000000000015,-2.757158333333333,0.5399625,0.5400041666666667,0.4323416666666667,33.5
2014-06-17,-0.0013500000000000005,3.911866666666666,0.0,0.0,3.7000000000000015,-2.619741666666666,2.83725,2.8372166666666665,2.2715416666666663,36.0
2014-06-18,-0.0019125000000000004,3.6853666666666673,0.0,0.0,3.7000000000000015,-2.539487500000001,1.25e-05,1.25e-05,1.25e-05,35.0
2014-06-19,-0.0019583333333333336,3.6123541666666665,0.0,0.0,3.7000000000000015,-2.7253916666666664,0.0,0.0,0.0,31.0
2014-06-20,-0.002124999999999999,3.579133333333333,0.0,0.0,3.7000000000000015,-2.604858333333333,0.0,0.0,0.0,38.75
2014-06-21,-0.0021166666666666664,3.5647458333333333,0.0,0.0,3.7000000000000015,-2.438229166666668,0.0,0.0,0.0,35.5
2014-06-22,-0.0020250000000000003,3.5443458333333338,0.0,0.0,3.7000000000000015,-2.4820416666666665,0.0182,0.0182,0.014570833333333331,34.0
2014-06-23,-0.0018125,3.5459041666666664,0.0,0.0,3.7000000000000015,-2.597095833333334,0.0,0.0,24.004112499999994,37.0
2014-06-24,0.001475,3.5197291666666675,0.0,0.0,3.7000000000000015,-2.609083333333334,0.0,0.0,32.818191666666664,34.5
2014-06-25,0.003233333333333334,3.531470833333333,0.0,0.0,3.7000000000000015,-2.7290541666666663,0.0,0.0,52.64264583333333,35.75
2014-06-26,0.0038375000000000006,3.5070291666666664,0.0,0.0,3.7000000000000015,-2.7432666666666665,0.0,0.0,51.77122916666667,36.0
2014-06-27,0.0035583333333333344,3.4885208333333333,0.0,0.0,3.7000000000000015,-2.7212166666666664,0.0,0.0,58.11189583333334,35.5
2014-06-28,0.0036291666666666655,3.4691791666666667,0.0,0.0,3.7000000000000015,-2.767325,0.0,0.0,60.240075,37.0
2014-06-29,0.0007583333333333332,3.4575125000000013,0.0,0.0,3.7000000000000015,-2.750570833333333,0.0,0.0,60.13327083333334,51.16666666666666
2014-06-30,0.0003708333333333333,3.4654583333333338,0.0,0.0,3.7000000000000015,-2.7337583333333333,0.0,0.0,61.97986666666665,62.0
2014-07-01,0.0006791666666666668,3.4697875,0.0,0.0,3.7000000000000015,-2.744729166666666,0.0,0.0,64.89675000000001,63.0
2014-07-02,0.0004,3.4340083333333333,0.0,0.0,3.7000000000000015,-2.666879166666668,0.0,0.0,63.84004583333333,62.0
2014-07-03,-4.166666666666667e-06,3.483020833333333,0.0,0.0,3.7000000000000015,-2.4722250000000003,0.0,0.0,61.59542500000001,63.0
2014-07-04,6.249999999999999e-05,3.5127958333333336,0.0,0.0,3.7000000000000015,-2.716275,0.0,0.0,64.4009625,63.0
2014-07-05,8.750000000000001e-05,3.5095583333333336,0.0,0.0,3.7000000000000015,-2.666883333333334,0.0,0.0,58.30148750000001,61.0
2014-07-06,-1.6666666666666667e-05,3.5065625000000007,0.0,0.0,3.7000000000000015,-2.561620833333333,0.0,0.0,53.98386666666668,62.0
2014-07-07,-0.00011666666666666669,3.5321,0.0,0.0,3.7000000000000015,-2.634858333333334,0.0,0.0,56.38020833333334,62.5
2014-07-08,0.0003125,3.4859,0.0,0.0,3.7000000000000015,-2.61385,0.0,0.0,67.915375,63.0
2014-07-09,0.001095833333333333,3.605883333333335,0.0,0.0,3.7000000000000015,-2.8328249999999997,0.0,0.0,62.48340833333333,62.0
2014-07-10,0.0007583333333333334,3.6402791666666667,0.0,0.0,3.7000000000000015,-2.8400833333333333,0.0,0.0,47.07750000000001,64.0
2014-07-11,0.0006541666666666668,3.605537500000001,0.0,0.0,3.7000000000000015,-2.863662499999999,0.0,0.0,49.08430833333333,62.0
2014-07-12,0.0004666666666666666,3.542195833333334,0.0,0.0,3.7000000000000015,-2.8203,0.0,0.0,57.065250000000006,63.5
2014-07-13,1.2499999999999996e-05,3.513654166666667,0.0,0.0,3.7000000000000015,-2.7029791666666667,0.0,0.0,49.77125833333332,65.66666666666667
2014-07-14,0.0006000000000000001,3.540408333333333,0.0,0.0,3.7000000000000015,-2.821875,0.0,0.0,58.89116666666666,64.0
2014-07-15,0.0006833333333333332,3.5177833333333326,0.0,0.0,3.7000000000000015,-2.7627166666666665,0.0,0.0,68.07017916666668,64.5
2014-07-16,0.0008250000000000001,3.5091875,0.0,0.0,3.7000000000000015,-2.7564291666666665,0.0,0.0,79.48114583333333,63.0
2014-07-17,0.000925,3.5397875,0.0,0.0,3.7000000000000015,-2.7353875,0.0008791666666666668,0.0,74.3425625,56.0
2014-07-18,0.0007666666666666668,3.4974041666666666,0.0,0.0,3.7000000000000015,-2.749420833333333,0.0,0.0,63.25859166666667,48.25
2014-07-19,0.0010833333333333333,3.4746458333333337,0.0,0.0,3.7000000000000015,-2.7885499999999994,0.0,0.0,67.40990833333333,46.0
2014-07-20,0.0012666666666666668,3.4774,0.0,0.0,3.7000000000000015,-2.8062541666666663,0.0,0.0,69.35741250000001,47.0
2014-07-21,0.0014416666666666664,3.4756249999999995,0.0,0.0,3.7000000000000015,-2.8383708333333324,0.0,0.0,77.12182083333335,42.0
2014-07-22,0.0015291666666666667,3.4756083333333336,0.0,0.0,3.7000000000000015,-2.8241041666666664,0.0,0.0,75.31205833333333,42.0
2014-07-23,0.0018625000000000004,3.487670833333333,0.0,0.0,3.7000000000000015,-2.8240833333333333,0.0,0.0,73.78057916666667,44.75
2014-07-24,0.0031749999999999994,3.5103291666666667,0.0,0.0,3.7000000000000015,-2.8574708333333327,0.0,0.0,63.01354166666666,41.66666666666666
2014-07-25,0.003304166666666667,3.5046291666666667,0.0,0.0,3.7000000000000015,-2.8461291666666657,0.0,0.0,60.71211249999998,33.0
